Year,STATE,yearly_aqi_value,Date_Keys,DM8CO_Concentration
2018,California,5.052941098968398,29.5,0.4465360891414016
2018,Colorado,5.120113624437558,29.5,0.4513262941308047
2018,Connecticut,4.074669952807407,29.5,0.36210259790093186
2018,Delaware,3.5342628697467404,29.5,0.3260517350033479
2018,District of Columbia,5.047761010803052,29.5,0.4444572557561717
2018,Florida,4.212782467101955,29.5,0.3722220084206032
2018,Georgia,6.768542583335503,29.5,0.5991717273295322
2018,Hawaii,4.236864616036611,29.5,0.3752185692649042
2018,Idaho,6.349265939227006,29.5,0.5586631530624857
2018,Illinois,3.4102158417283515,29.5,0.3100707612979987
2018,Indiana,5.553558931018654,29.5,0.4901059077100414
2018,Iowa,2.9529389020405574,29.5,0.27789902588615684
2018,Kansas,3.3209118838151097,29.454545454545453,0.30367406786761625
2018,Kentucky,3.3917639975989418,29.5,0.30835210129142104
2018,Louisiana,5.054795146829785,29.5,0.4518538915253616
2018,Maine,2.1872298650643054,29.5,0.21184606638354256
2018,Maryland,2.8824307922249144,29.5,0.2640594072594507
2018,Massachusetts,3.882210113031354,29.5,0.34752694121930766
2018,Michigan,5.564728930088748,29.5,0.4841104087648261
2018,Minnesota,4.864173721643905,29.5,0.42794220372963215
2018,Mississippi,2.457497646776584,29.181818181818183,0.2258814310996474
2018,Missouri,4.146710189452125,29.5,0.3694190561529271
2018,Montana,1.928535980184787,29.5,0.18785176660954117
2018,Nebraska,4.21113571596451,29.5,0.37587411758286965
2018,Nevada,6.472457088975652,29.5,0.5699862410846863
2018,New Hampshire,1.9147746444641092,29.5,0.19010530883184132
2018,New Jersey,5.003425757072936,29.5,0.43834015369021734
2018,New Mexico,3.4630110334110125,29.5,0.3162920006558985
2018,New York,3.540007374147565,29.5,0.322476458320933
2018,North Carolina,4.107213304281593,29.5,0.36643138603739506
2018,North Dakota,2.072537319311513,29.5,0.20422313797313799
2018,Ohio,3.5479538893786304,29.5,0.3194275861625286
2018,Oklahoma,3.9509995850764974,29.5,0.355397401575976
2018,Oregon,4.7999918321459285,29.5,0.421463585613908
2018,Pennsylvania,4.027645143236307,29.5,0.3562176926753653
2018,Rhode Island,5.300517465675942,29.5,0.47364398391264473
2018,South Carolina,2.018200999346717,29.5,0.1922707770538693
2018,South Dakota,2.273829607853523,29.5,0.22105937814502893
2018,Tennessee,3.8833334392182066,29.5,0.347299762603888
2018,Texas,4.4575918928771285,29.5,0.39789429133395665
2018,Utah,4.575036973241825,29.5,0.4063084197277562
2018,Vermont,2.9117890784064806,29.5,0.2646516921866874
2018,Virginia,3.8745343939925285,29.5,0.34481353230287604
2018,Washington,3.5595231390473887,29.5,0.31618775685899386
2018,West Virginia,3.2074982141514403,29.5,0.299457916635336
2018,Wisconsin,3.1947005212107165,29.5,0.2934127769082883
2018,Wyoming,1.281212812326786,29.5,0.1276583182697155
2019,Alabama,4.9068471364112325,41.5,0.430830607119566
2019,Alaska,6.71047625679349,41.5,0.5945904284383612
2019,Arizona,5.092227233959138,41.5,0.45393038156905213
2019,Arkansas,5.189637736815157,41.5,0.44985791090629806
2019,California,4.782466346523717,41.5,0.421749280834832
2019,Colorado,5.146756155737594,41.5,0.45526472957194825
2019,Connecticut,3.989730425674072,41.5,0.3557065037528256
2019,Delaware,3.493717926836206,41.5,0.32387439551686864
2019,District of Columbia,5.163396267197166,41.5,0.45525092228853464
2019,Florida,3.8422222585682797,41.5,0.3448239254985183
2019,Georgia,7.046986199651457,41.5,0.6186765947270311
2019,Hawaii,2.5043608360652776,41.5,0.21841484829788907
2019,Idaho,5.5413818484382995,41.5,0.49309587813620076
2019,Illinois,4.679046630352562,41.5,0.4082210179423377
2019,Indiana,5.496584556506801,41.5,0.48082674743367226
2019,Iowa,2.7538909943788314,41.5,0.26276934765719345
2019,Kansas,3.233682829385291,41.5,0.2990289231142372
2019,Kentucky,3.4883106382073072,41.5,0.31401778405200537
2019,Louisiana,3.4078969417679095,41.5,0.31365213191826097
2019,Maine,2.000530739199885,41.5,0.19529420095856917
2019,Maryland,3.0145084632226364,41.5,0.27681957268567997
2019,Massachusetts,3.5987699879084425,41.5,0.3290025471600178
2019,Michigan,5.744238375334255,41.5,0.4987420693127165
2019,Minnesota,4.333560301419104,41.5,0.3820020674234404
2019,Mississippi,2.5926331285202253,41.5,0.24040258576548898
2019,Missouri,4.031694427700615,41.5,0.36035449547724485
2019,Montana,1.8212548407695792,41.5,0.18126825588101989
2019,Nebraska,4.034832789452026,41.5,0.36252780442738874
2019,Nevada,5.714445458704006,41.5,0.5051044015781911
2019,New Hampshire,1.7923717052531885,41.5,0.1785363256712481
2019,New Jersey,4.873835679442969,41.5,0.42993374750938007
2019,New Mexico,2.952637650776863,41.5,0.27046669478649904
2019,New York,3.428853263672099,41.5,0.314271719907038
2019,North Carolina,4.558158183594094,41.5,0.40143381396731154
2019,North Dakota,2.0105862775217616,41.5,0.19822644649257556
2019,Ohio,3.241446524715473,41.5,0.29123950058070086
2019,Oklahoma,3.8805340035280325,41.5,0.34806665345582916
2019,Oregon,3.4883865008405124,41.5,0.3160428886247985
2019,Pennsylvania,4.073444592524646,41.5,0.3614680499079232
2019,Rhode Island,5.48206881850608,41.5,0.48715276150554976
2019,South Carolina,1.697262856240424,41.5,0.16233963792396164
2019,South Dakota,2.316084229390681,41.5,0.22775153609831036
2019,Tennessee,3.648694609788388,41.5,0.32751032618178894
2019,Texas,4.396474068238355,41.5,0.39154626663712816
2019,Utah,3.082528421891934,41.5,0.2750546547427658
2019,Vermont,2.9203332575493164,41.5,0.2592836196424804
2019,Virginia,4.015786919436719,41.5,0.35584691379581196
2019,Washington,3.769779753965062,41.5,0.33437670514515155
2019,West Virginia,2.7884536610343056,41.5,0.26190988223246287
2019,Wisconsin,3.008999133321582,41.5,0.26941788274449574
2019,Wyoming,1.3513889381119908,41.5,0.13494467520234613
2020,Alabama,4.50317650054276,53.5,0.39964455108714225
2020,Alaska,6.404810239668215,53.5,0.571232465699881
2020,Arizona,5.938584992874083,53.5,0.5236171497685458
2020,Arkansas,3.9723272772216043,53.5,0.35818532937832165
2020,California,5.3397160971110855,53.5,0.4714220456942546
2020,Colorado,5.0362343048002804,53.5,0.44574184007700507
2020,Connecticut,3.4786295599246233,53.5,0.31581977081408746
2020,Delaware,3.526183494274368,53.5,0.3235425244367064
2020,District of Columbia,5.050284266468916,53.5,0.4477003769620566
2020,Florida,4.003250939172701,53.5,0.3562988900541206
2020,Georgia,6.97769744160178,53.5,0.6160641453466815
2020,Hawaii,2.1985873933074944,53.5,0.20510925118166615
2020,Idaho,5.290110576573792,53.5,0.46822069589276777
2020,Illinois,3.0392183155677728,53.27272727272727,0.2732289591424629
2020,Indiana,4.756922231872278,53.5,0.4178761324736175
2020,Iowa,2.3860080254685374,53.5,0.23214945788360697
2020,Kansas,3.15145223087381,53.5,0.29290600667408234
2020,Kentucky,3.377949913252292,53.5,0.3052911617254292
2020,Louisiana,4.09248983729444,53.5,0.36114593103194204
2020,Maine,1.9870885927771518,53.5,0.19260987471981475
2020,Maryland,2.9513651669882077,53.5,0.27092294834430203
2020,Massachusetts,3.2558090207049357,53.5,0.3010200287604741
2020,Michigan,4.984100632358651,53.5,0.4305451946252288
2020,Minnesota,3.7003116875175563,53.5,0.3334535582388541
2020,Mississippi,2.628247435422074,53.5,0.24306328018786302
2020,Missouri,4.060151066245134,53.5,0.3633597651792067
2020,Montana,1.8656401034452783,53.5,0.18251152803484016
2020,Nebraska,4.68397149270271,53.5,0.41718418037199734
2020,Nevada,6.591798336810835,53.5,0.5825138861269911
2020,New Hampshire,1.7528596270839298,53.5,0.17376595763145783
2020,New Jersey,4.857502186269545,53.5,0.42781752633963094
2020,New Mexico,3.0189407984179955,53.5,0.27735091459646516
2020,New York,3.189336794891691,53.5,0.2957344165476024
2020,North Carolina,3.9804197904326095,53.5,0.3571400038736203
2020,North Dakota,2.0135737238907425,53.5,0.19838246199480905
2020,Ohio,3.5610454321814626,53.5,0.3181947836511963
2020,Oklahoma,5.141951415022832,53.5,0.453643900251747
2020,Oregon,5.4963506909002255,53.5,0.4851750613019161
2020,Pennsylvania,3.984472797399235,53.5,0.35440732406582137
2020,Rhode Island,5.269253495711058,53.5,0.4675588623066808
2020,South Carolina,0.6570620245096144,53.5,0.05417163174415699
2020,South Dakota,2.399524162649858,53.5,0.23341119762699303
2020,Tennessee,3.242510029584792,53.5,0.2942839039519462
2020,Texas,4.2802020540539125,53.5,0.38275381294381744
2020,Utah,2.6212610359356883,53.5,0.22467782467859576
2020,Vermont,2.536397620943078,53.5,0.23129501477623837
2020,Virginia,3.755907986215284,53.5,0.33636851094007286
2020,Washington,3.0343448027932545,53.5,0.2752727816258886
2020,West Virginia,2.971802002224694,53.5,0.28045420837968116
2020,Wisconsin,2.3987686936101844,53.5,0.22473010134717597
2020,Wyoming,1.514676229818054,53.5,0.146884716342447
